# IPv4 signatures file (dangerous and spammy ISPs).
# Canonical link to the online version of this file: https://github.com/CIDRAM/CIDRAM/blob/v4/vault/signatures/ipv4_isps.dat

# Version: 2026.236.0
# Last modified: 2026.08.25

# False positive risk (an approximate, rough estimate only):
# Standard usage (i.e., used with standard CIDRAM features, default bypasses, etc): « [ ]Low [x]Medium [ ]High »
#  Exported usage (i.e., used W/O standard CIDRAM features, default bypasses, etc): « [ ]Low [ ]Medium [x]High »


# ---
# ASNs 64050, 328543 ("BGPNET Global ASN", "Sun Network Company Limited").
# Hong Kong multiplay network + Singaporean BGP provider.
# Brute-force, SQLi, SSH, synflood, DDoS, FTP, FTP brute-force, IoT, and webapp
# attacks, port scans, hacking, phishing attempts, and spam detected from here.
# Listing just the affected ranges/addresses only.
# Stop Forum Spam (SFS) listings: 77 (AS64050).
# Updated: 2025.07.21

102.223.72.60/32 Deny Attacks
102.223.72.69/32 Deny Attacks
102.223.72.186/32 Deny Attacks
102.223.73.41/32 Deny Attacks
102.223.73.73/32 Deny Attacks
102.223.74.46/32 Deny Attacks
102.223.74.191/32 Deny Attacks
Origin: SC
103.135.205.98/32 Deny Attacks
103.135.205.170/31 Deny Attacks
103.135.207.55/32 Deny Attacks
103.135.207.85/32 Deny Attacks
Origin: XP
Profile: Domestic ISP;Infrastructure/Transit;Multiplay;Webhosting
Tag: Sun Network HK


# ASNs 12880, 58224 ("Information Technology Company (ITC)", "Iran
# Telecommunication Company PJS"). Brute-force, SSH, and DDoS attacks, email
# harvesters, scrapers, port scans, hacking, and spam detected from here.
# Stop Forum Spam (SFS) listings: 4 (AS12880), 92 (AS58224).
# Updated: 2026.08.25

2.177.34.25/32 Deny Attacks
2.177.34.224/32 Deny Attacks
2.178.17.104/32 Deny Attacks
2.178.17.110/32 Deny Attacks
2.178.36.239/32 Deny Attacks
2.178.155.3/32 Deny Attacks
2.178.155.157/32 Deny Attacks
2.178.165.206/32 Deny Attacks
2.179.184.0/24 Deny Attacks
2.179.254.173/32 Deny Attacks
2.179.254.215/32 Deny Attacks
2.179.254.230/32 Deny Attacks
2.180.0.210/32 Deny Attacks
2.180.13.0/24 Deny Attacks
2.183.9.92/32 Deny Attacks
2.183.9.129/32 Deny Attacks
2.183.9.168/32 Deny Attacks
2.183.9.235/32 Deny Attacks
2.184.217.3/32 Deny Attacks
2.184.217.239/32 Deny Attacks
2.185.144.0/24 Deny Attacks
2.185.145.206/32 Deny Attacks
2.185.146.115/32 Deny Attacks
2.185.146.159/32 Deny Attacks
2.185.147.0/24 Deny Attacks
2.185.148.6/32 Deny Attacks
2.185.148.43/32 Deny Attacks
2.185.148.72/32 Deny Attacks
2.185.148.188/32 Deny Attacks
2.185.148.213/32 Deny Attacks
2.185.149.58/32 Deny Attacks
2.185.150.0/23 Deny Attacks
2.185.152.5/32 Deny Attacks
2.185.152.81/32 Deny Attacks
2.185.153.21/32 Deny Attacks
2.185.153.28/32 Deny Attacks
2.185.153.37/32 Deny Attacks
2.185.153.177/32 Deny Attacks
2.186.231.14/32 Deny Attacks
2.186.231.145/32 Deny Attacks
5.190.24.0/23 Deny Attacks
5.190.30.0/24 Deny Attacks
5.190.32.0/19 Deny Attacks
5.190.68.159/32 Deny Attacks
5.190.68.248/32 Deny Attacks
5.190.71.0/24 Deny Attacks
5.190.73.0/24 Deny Attacks
5.190.74.0/24 Deny Attacks
5.190.77.80/32 Deny Attacks
5.190.77.166/32 Deny Attacks
5.190.78.149/32 Deny Attacks
5.190.78.157/32 Deny Attacks
5.190.78.229/32 Deny Attacks
5.190.80.0/23 Deny Attacks
5.190.82.19/32 Deny Attacks
5.190.82.51/32 Deny Attacks
5.190.82.63/32 Deny Attacks
5.190.82.212/32 Deny Attacks
5.190.83.179/32 Deny Attacks
5.190.83.204/32 Deny Attacks
5.190.83.214/32 Deny Attacks
5.190.83.229/32 Deny Attacks
5.190.84.0/24 Deny Attacks
5.190.85.204/32 Deny Attacks
5.190.85.243/32 Deny Attacks
5.190.90.132/32 Deny Attacks
5.190.90.181/32 Deny Attacks
5.190.90.237/32 Deny Attacks
5.190.92.23/32 Deny Attacks
5.190.92.78/32 Deny Attacks
5.190.92.175/32 Deny Attacks
5.190.102.227/32 Deny Attacks
5.190.102.241/32 Deny Attacks
5.190.105.0/24 Deny Attacks
5.190.108.156/32 Deny Attacks
5.190.108.159/32 Deny Attacks
5.190.108.218/32 Deny Attacks
5.190.109.0/24 Deny Attacks
5.190.112.0/23 Deny Attacks
5.190.120.4/32 Deny Attacks
5.190.120.11/32 Deny Attacks
5.190.120.87/32 Deny Attacks
5.190.120.91/32 Deny Attacks
5.190.120.170/32 Deny Attacks
5.190.125.20/32 Deny Attacks
5.190.125.181/32 Deny Attacks
5.190.125.213/32 Deny Attacks
5.190.127.0/24 Deny Attacks
5.190.129.0/24 Deny Attacks
5.190.134.0/23 Deny Attacks
5.190.136.21/32 Deny Attacks
5.190.136.78/32 Deny Attacks
5.190.136.151/32 Deny Attacks
5.190.136.199/32 Deny Attacks
5.190.137.0/24 Deny Attacks
5.190.138.11/32 Deny Attacks
5.190.138.12/32 Deny Attacks
5.190.138.109/32 Deny Attacks
5.190.138.234/32 Deny Attacks
5.190.138.238/32 Deny Attacks
5.190.139.0/24 Deny Attacks
5.190.141.126/32 Deny Attacks
5.190.141.156/32 Deny Attacks
5.190.141.196/32 Deny Attacks
5.190.143.0/24 Deny Attacks
5.190.145.162/32 Deny Attacks
5.190.147.0/24 Deny Attacks
5.190.149.0/24 Deny Attacks
5.190.150.60/32 Deny Attacks
5.190.150.90/32 Deny Attacks
5.190.150.104/32 Deny Attacks
5.190.150.144/32 Deny Attacks
5.190.151.0/24 Deny Attacks
5.190.152.0/22 Deny Attacks
5.190.157.0/24 Deny Attacks
5.190.158.6/32 Deny Attacks
5.190.158.22/32 Deny Attacks
5.190.158.108/32 Deny Attacks
5.190.158.187/32 Deny Attacks
5.190.158.215/32 Deny Attacks
5.190.164.0/23 Deny Attacks
5.190.168.105/32 Deny Attacks
5.190.168.130/32 Deny Attacks
5.190.168.200/32 Deny Attacks
5.190.170.0/23 Deny Attacks
5.190.180.93/32 Deny Attacks
5.190.186.0/24 Deny Attacks
5.190.187.6/32 Deny Attacks
5.190.187.67/32 Deny Attacks
5.190.187.148/32 Deny Attacks
5.190.187.191/32 Deny Attacks
5.190.187.236/32 Deny Attacks
5.190.188.66/32 Deny Attacks
5.190.188.209/32 Deny Attacks
5.190.192.0/20 Deny Attacks
5.190.208.111/32 Deny Attacks
5.190.208.145/32 Deny Attacks
5.190.208.166/32 Deny Attacks
5.190.208.212/32 Deny Attacks
5.190.209.3/32 Deny Attacks
5.190.209.15/32 Deny Attacks
5.190.209.28/32 Deny Attacks
5.190.209.102/32 Deny Attacks
5.190.209.144/32 Deny Attacks
5.190.211.60/32 Deny Attacks
5.190.211.169/32 Deny Attacks
5.190.211.173/32 Deny Attacks
5.190.212.2/32 Deny Attacks
5.190.212.89/32 Deny Attacks
5.190.212.99/32 Deny Attacks
5.190.216.47/32 Deny Attacks
5.190.216.51/32 Deny Attacks
5.190.216.65/32 Deny Attacks
5.190.216.218/32 Deny Attacks
5.190.217.45/32 Deny Attacks
5.190.217.78/32 Deny Attacks
5.190.219.0/24 Deny Attacks
5.190.221.127/32 Deny Attacks
5.190.221.168/32 Deny Attacks
5.190.221.181/32 Deny Attacks
5.190.221.238/32 Deny Attacks
5.190.223.134/32 Deny Attacks
5.190.223.157/32 Deny Attacks
5.190.223.185/32 Deny Attacks
5.190.223.188/32 Deny Attacks
5.190.225.128/32 Deny Attacks
5.190.227.0/24 Deny Attacks
5.190.228.117/32 Deny Attacks
5.190.228.155/32 Deny Attacks
5.190.228.199/32 Deny Attacks
5.190.228.232/32 Deny Attacks
5.190.229.0/24 Deny Attacks
5.190.230.43/32 Deny Attacks
5.190.230.46/32 Deny Attacks
5.190.230.60/32 Deny Attacks
5.190.230.179/32 Deny Attacks
5.190.231.7/32 Deny Attacks
5.190.232.0/24 Deny Attacks
5.190.233.1/32 Deny Attacks
5.190.233.91/32 Deny Attacks
5.190.233.124/32 Deny Attacks
5.190.237.0/24 Deny Attacks
5.190.238.37/32 Deny Attacks
5.190.238.81/32 Deny Attacks
5.190.238.122/32 Deny Attacks
5.190.239.0/24 Deny Attacks
5.190.243.149/32 Deny Attacks
5.190.243.181/32 Deny Attacks
5.190.243.191/32 Deny Attacks
5.190.243.221/32 Deny Attacks
5.190.243.236/32 Deny Attacks
5.190.244.25/32 Deny Attacks
5.190.244.101/32 Deny Attacks
5.190.244.140/32 Deny Attacks
5.190.244.227/32 Deny Attacks
5.190.245.65/32 Deny Attacks
5.190.245.242/32 Deny Attacks
5.190.246.93/32 Deny Attacks
5.190.246.127/32 Deny Attacks
